Date,Make,Model,Color,Year,Price,Mileage,EngineSize,FuelEfficiency,SalesPerson
2024-07-26,Honda,Truck,Gray,2015,44881.89,7100.0,2.5,30.6,David
2024-07-27,Kia,Truck,Red,2019,24940.53,54220.0,2.0,25.3,David
2024-07-28,Toyota,Coupe,Red,2017,56391.55,88919.0,1.6,32.9,Alice
2024-07-29,Chevrolet,Coupe,Black,2018,26223.81,67560.0,3.0,34.1,Bob
2024-07-30,Hyundai,Sedan,Red,2016,70154.57,24968.0,3.5,26.0,David
2024-07-31,Hyundai,Coupe,Red,2019,68873.23,57358.0,4.0,35.2,Charlie
2024-08-01,Chevrolet,Van,Silver,2022,52016.31,94323.0,4.0,24.1,Charlie
2024-08-02,Hyundai,Truck,Gray,2016,28469.96,72292.0,2.5,30.9,Eva
2024-08-03,BMW,Coupe,Black,2015,21534.74,68947.0,3.5,36.1,Eva
2024-08-04,Toyota,Sedan,Gray,2020,67802.52,96816.0,2.0,30.7,Bob
2024-08-05,Kia,Hatchback,Black,2020,56008.43,79887.0,3.5,38.2,David
2024-08-06,BMW,Van,Gray,2018,62655.78,13662.0,1.6,21.2,Charlie
2024-08-07,Hyundai,Coupe,Red,2016,38228.43,34764.0,2.5,31.8,Charlie
2024-08-08,Honda,Truck,Gray,2019,50568.96,96514.0,2.5,31.2,Bob
2024-08-09,BMW,Hatchback,Gray,2018,64830.45,48971.0,1.6,33.2,David
2024-08-10,Honda,Truck,Black,2021,47753.8,11164.0,3.5,36.7,Bob
2024-08-11,Chevrolet,Hatchback,Green,2021,56083.05,45860.0,1.6,34.5,Alice
2024-08-12,Audi,Van,Blue,2022,67383.7,69699.0,3.0,35.8,Charlie
2024-08-13,Mercedes,Truck,Black,2017,32913.24,99755.0,1.6,25.8,Bob
2024-08-14,Hyundai,Coupe,Black,2020,23955.73,32391.0,3.5,27.7,Bob
2024-08-15,Mercedes,Coupe,Black,2019,51909.41,51409.0,1.6,32.5,Alice
2024-08-16,Toyota,Sedan,White,2016,23727.55,87968.0,2.0,31.1,Eva
2024-08-17,Honda,Hatchback,Green,2018,65993.44,35527.0,4.0,39.2,Charlie
2024-08-18,BMW,Sedan,White,2019,63152.69,10926.0,1.6,23.7,Bob
2024-08-19,Mercedes,SUV,White,2018,72902.76,94894.0,4.0,27.0,Charlie
2024-08-20,Ford,Coupe,Black,2018,58373.73,48844.0,1.6,31.5,Eva
2024-08-21,Hyundai,Hatchback,Blue,2018,24031.85,50278.0,3.5,37.4,Bob
2024-08-22,Mercedes,Van,Black,2016,35189.13,62120.0,3.0,38.6,Alice
2024-08-23,BMW,Sedan,Red,2019,68475.91,354.0,3.0,26.7,Charlie
2024-08-24,BMW,Van,Blue,2015,30027.95,93113.0,4.0,21.3,Alice
2024-08-25,Toyota,Van,White,2015,61908.83,36145.0,3.5,28.4,Eva
2024-08-26,Nissan,Van,Gray,2016,66815.56,39693.0,3.5,27.9,Eva
2024-08-27,Kia,Sedan,Gray,2021,39806.71,17411.0,3.5,39.7,Charlie
2024-08-28,Ford,SUV,Green,2016,39337.85,37815.0,2.0,28.6,Eva
2024-08-29,Mercedes,Sedan,Silver,2020,53468.16,80394.0,2.5,26.1,David
2024-08-30,Kia,Truck,Green,2018,71677.18,79999.0,1.6,27.3,Charlie
2024-08-31,Ford,Coupe,Blue,2019,33434.37,93580.0,3.5,27.9,David
2024-09-01,Nissan,Sedan,White,2019,76475.49,40323.0,3.5,36.4,Eva
2024-09-02,Mercedes,Sedan,Blue,2017,55947.12,70872.0,3.5,21.6,Charlie
2024-09-03,Ford,SUV,Blue,2017,79527.59,50724.0,3.0,26.3,David
2024-09-04,Kia,Truck,Gray,2022,25376.82,80402.0,3.5,39.3,Eva
2024-09-05,Honda,Sedan,Black,2015,27593.73,71254.0,1.6,23.1,Bob
2024-09-06,BMW,Coupe,Red,2017,69598.51,36790.0,3.5,34.9,Bob
2024-09-07,Audi,Coupe,Silver,2017,71885.35,33667.0,1.6,27.1,Alice
2024-09-08,Chevrolet,Sedan,White,2015,46727.52,25244.0,2.0,31.6,Bob
2024-09-09,Hyundai,Van,Blue,2020,62844.27,57652.0,2.5,22.0,David
2024-09-10,Audi,Van,Silver,2021,72053.44,96384.0,3.0,26.1,Bob
2024-09-11,Mercedes,Truck,Blue,2015,22587.67,20007.0,1.6,30.0,Charlie
2024-09-12,Mercedes,Coupe,Gray,2021,54437.03,9525.0,4.0,24.6,Charlie
2024-09-13,Ford,Van,Red,2022,71208.84,11940.0,2.0,30.8,Charlie
2024-09-14,BMW,Coupe,Gray,2017,43889.3,78310.0,2.5,24.4,Bob
2024-09-15,Nissan,Truck,Silver,2019,38143.02,35010.0,2.5,33.0,Bob
2024-09-16,Toyota,Truck,White,2017,67742.4,22437.0,2.5,38.1,Alice
2024-09-17,Ford,Van,Blue,2018,40147.2,35284.0,1.6,21.7,Eva
2024-09-18,Toyota,Sedan,Red,2022,20190.46,64533.0,2.0,24.3,Alice
2024-09-19,Chevrolet,Hatchback,Gray,2021,77574.36,54679.0,3.5,36.9,David
2024-09-20,Kia,SUV,Silver,2021,55527.39,74359.0,4.0,32.6,Charlie
2024-09-21,Ford,Hatchback,Gray,2018,69171.08,33907.0,2.0,21.6,Bob
2024-09-22,Chevrolet,Hatchback,Blue,2018,69518.09,45203.0,2.0,29.7,Eva
2024-09-23,Hyundai,Coupe,Blue,2020,23984.63,10197.0,2.0,24.2,Eva
2024-09-24,Ford,Truck,White,2016,30251.61,7306.0,1.6,24.0,Bob
2024-09-25,BMW,Coupe,Red,2018,38667.24,46226.0,4.0,38.8,Alice
2024-09-26,BMW,Van,Black,2021,39241.96,30160.0,1.6,35.2,Eva
